source_id	title	year	authors	doi	citation_key	zotero_item_key	attachment_keys	candidate_families	catalogue_class	screening_disposition	reason
zotero:5KJQSU2S	Uncertainty quantification in low voltage distribution grids: Comparing Monte Carlo and general polynomial chaos approaches	09/2022	Arpan Koirala; Tom Van Acker; Reinhilde D’hulst; Dirk Van Hertem	10.1016/j.segan.2022.100763		5KJQSU2S	ZVJFUG6D;2FKLL2MA			out-of-scope	Local PDF abstract and methodology inspected; it compares uncertainty-quantification techniques for distribution grids, unrelated to the requested formula families.
reference:iwamoto-1958-jstage	進行波による大地固有抵抗の測定法 / Use of the Traveling Waves on the Measurment of Earth Resistivity (English spelling as printed)	1958	岩本 国三 / K. Iwamoto		Iwamoto1958b	M7E3XRHY		external-impedance	reference-chain	application-only	The August 1958 paper restates a Sunde-attributed two-layer self kernel and applies it to resistivity measurement. The root, longitudinal prescription, unit scaling, and 1949 Sunde edition remain unresolved.
zotero:3RJHHR8I	Validation Limits of Quasi-TEM Approximation for Buried Bare and Insulated Cables	12/2015	Antonio Paulo C. Magalhaes; Jose Carlos Leao V. Silva; Antonio C. S. Lima; Maria Teresa Correia De Barros	10.1109/TEMC.2015.2489461		3RJHHR8I	MCYZTK2B			application-only	Local PDF abstract, full-wave comparator, and results inspected; it validates quasi-TEM assumptions for buried wires but does not claim the underlying parameter equations as a new formulation.
catalogue:C077	Validation of the Transmission-Line Approximation for Overhead Conductors Above Lossy Ground	2015	M. T. C. de Barros; A. C. S. de Lima; M. A. O. Schroeder; R. Alipio					external-impedance;external-admittance	core:C077	application-only	Local catalogue PDF/abstract inspected; it validates the transmission-line approximation against a full-wave model and does not introduce a new parameter formulation.
catalogue:C011	Wave Propagation Along an Infinite Wire Above Ground at High Frequencies	1956	Hiroshi Kikuchi		Kikuchi1956			external-impedance;external-admittance	core:C011	duplicate	Bibliographic reconciliation identifies Kikuchi as the author. Wait (1972) explicitly recovers this result, and the equation-complete Kikuchi (1957) and Wait (1972) records cover the formulation.
zotero:W36UHQVN	Wave Propagation Characteristics and Electromagnetic Transient Analysis of Underground Cable Systems Considering Frequency-Dependent Soil Properties	2/2021	Theofilos A. Papadopoulos; Zacharias G. Datsios; Andreas I. Chrysochos; Pantelis N. Mikropoulos; Grigoris K. Papagiannis	10.1109/TEMC.2020.2986821		W36UHQVN	2SXMBZ2B	external-impedance		application-only	Local PDF abstract and parameter sections inspected; it adopts a previously published generalized underground-cable formulation to study frequency-dependent soil and transients.
zotero:5I3XY5GF	Wave propagation characteristics and transient performance of underground cables based on analytical expressions for the ground return impedance and admittance	08/2026	Alberto De Conti; Naiara Duarte; Rafael Alipio	10.1016/j.epsr.2026.112921		5I3XY5GF	LCDD8WJF	external-impedance		application-only	Abstract and formulation section inspected; it evaluates wave propagation and transients using previously published analytical and integral ground-return expressions.
reference:ametani-nagaoka-koide-2000-jstage	積雪時の架空線波形伝搬特性 / Wave Propagation Characteristics of an Overhead Conductor above Snow	2000	Akihiro Ametani; Naoto Nagaoka; Ryuji Koide	10.1541/ieejpes1990.120.2_271	Ametani2000	R9WTH7M6		external-admittance	reference-chain	extracted	Original Japanese article obtained from official J-STAGE https://www.jstage.jst.go.jp/article/ieejpes1990/120/2/120_2_271/_pdf/-char/en; all seven printed pages 271-277 image-screened. Main potential coefficient (14)-(15), interface dependencies, no-snow leaf (16), snow constitutive dependency/Table 1 and contextual comparison assemblies are recorded with the independently inspected published 2001 English translation. Original A2 grouping and symbol/material ambiguities remain specific unresolved dependencies; original image resolves which differing tokens each publication actually prints, not an imagined corrected kernel.
zotero:PERYSYNU	Wave Propagation Characteristics of Overhead Conductors Above Imperfect Stratified Earth for a Wide Frequency Range	03/2009	T.A. Papadopoulos; G.K. Papagiannis; D.A. Labridis	10.1109/TMAG.2009.2012580	Papadopoulos2009	PERYSYNU	58DK4Z6V	external-impedance;external-admittance	core:C062	extracted	All four original IEEE pages 1064-1067 image-inspected. Two records preserve the overhead two-layer earth correction (1), potential/admittance correction (2), self and homogeneous substitutions, and complete appendix dependencies. Main Greek alpha1 versus defined Latin a_m and primed a1 in (A.5) remain unresolved; third-author printed byline/BibTeX disagreement and Nakagawa/Kikuchi reference-number issues retained. Existing family-local:Papadopoulos2009 IDs verified against their cited publication, not used as equation authority. The 2010 original was independently screened and its later full external/matrix assembly and parent integrals are separately labelled witnesses in these same records; no duplicate contribution is counted merely for changing u to lambda.
zotero:ZFKJHZIE	Wave propagation characteristics on an overhead conductor above snow	02/2001	Akihiro Ametani; Naoto Nagaoka; Ryuji Koide	10.1002/1520-6416(200102)134:3<26::AID-EEJ4>3.0.CO;2-U	Ametani2001	ZFKJHZIE	W7EPUCXL	external-admittance	core:C052	extracted	The 2001 English paper translates the February 2000 Japanese source. The 2000 record retains both witnesses; their coefficient, sign, and constitutive differences are resolved by the implementation decisions in the gap analysis.
catalogue:C015	Wave Propagation in Multiconductor Overhead Lines: Calculation of Series Impedance for Multilayer Earth	1966	L. M. Wedepohl; R. G. Wasley	10.1049/piee.1966.0102	Wedepohl1966	XW39DCKS		external-impedance	core:C015	extracted	Prior blocker overturned by full-library Zotero/FTS matching. Original equations (8)-(9) were page-image screened; conduction-only and displacement-current two-layer kernels were transcribed.
zotero:3AKTN74L	Wave Propagation in Overhead Wires with Ground Return	10/1926	John R. Carson	10.1002/j.1538-7305.1926.tb00122.x	Carson1926	3AKTN74L	AFJ7L266		core:C003	extracted	Original publication inspected; self/mutual correction integrals (27)-(31) verified against scan images on printed pp. 539-545; later series evaluator forms remain an explicit gap
zotero:UGKR69PM	Wave propagation in transmission lines over lossy ground: a new, complete field solution	1978	L.M. Wedepohl; A.E. Efthymiadis	10.1049/piee.1978.0123		UGKR69PM	FKBW2JW6		core:C028	duplicate	Original publication screened. Its complete-field buried-line equations are the historical parent of the later generalized complete-field/quasi-TEM formulation, which retains the parent distinctions and provides the image-verified equation record.
zotero:IXABNLIJ	Wave Propagation on an Overhead Multiconductor in a High-Frequency Region	12/2014	Akihiro Ametani; Yoshiko Miyamoto; Yoshihiro Baba; Naoto Nagaoka	10.1109/TEMC.2014.2314720		IXABNLIJ	S3NEQWN5;P6Q6X2HG	external-impedance;external-admittance	core:C075	application-only	Original publication screened. It evaluates high-frequency propagation using the separately inventoried 2014 displacement-current impedance; no additional physical parameter leaf is introduced.
catalogue:C010	Wave Propagation on the Ground Return Circuit in High Frequency Regions	1955	Hiroshi Kikuchi					external-impedance;external-admittance	core:C010	duplicate	The 1955 Japanese publication is the earlier-language witness to Kikuchi's 1957 English formulation; the verified 1957 record preserves that publication-history issue rather than counting a second formula.
zotero:WEKZXCLH	Coupling to Shielded Cables	1978	E. F. Vance		Vance1978	WEKZXCLH		external-impedance;external-admittance	reference-chain	duplicate	The Vance ground-impedance and derived scalar-admittance relations are equation-complete in the accessible Theethayi, Zhang, and Güneri publications; the book attribution is retained without counting another formula leaf.
zotero:7NNI5AZN	Electrical characteristics of steel-cored aluminium conductors	1965	V. T. Morgan	10.1049/piee.1965.0051	Morgan1965	7NNI5AZN	7HYAQMUM	internal-impedance	library-sweep:2026-09-05	extracted	Original equations (6)-(27) screened; the ACSR resistance/internal-inductance assembly with steel-core magnetic, skin, and proximity terms was promoted.
zotero:UJXYDM6C	Wave Propagation Characteristics In Underground Power Cable	1984	W. Weeks; Yi Diao	10.1109/TPAS.1984.318279	Weeks1984	UJXYDM6C	TBNCS83E	insulation-admittance	library-sweep:2026-09-05	extracted	Original pp. 2818-2819 screened; the explicit series combination of two semiconducting screens and lossy coaxial insulation, including equation (10), was promoted.
zotero:QQG79ISB	Computation of Cable Impedances Based on Subdivision of Conductors	1987	Paloma De Arizon; Hermann W. Dommel	10.1109/TPWRD.1987.4308068	DeArizon1987	QQG79ISB		internal-impedance	library-sweep:2026-09-05	extracted	Original equations (9)-(12) screened; the primitive subconductor matrix, bundle reduction, and reference-conductor transformation were promoted as a skin/proximity numerical formulation.
zotero-attachment:49UZZ5UX	Computation of Cable Parameters for Pipe-Type Cables With Arbitrary Pipe Thicknesses	2001	Yixin Yang; J. Ma; F. P. Dawalibi	10.1109/TDC.2001.971316	Yang2001		49UZZ5UX	internal-impedance	library-sweep:2026-09-05	extracted	The attachment contains the original conference paper. Equations (7)–(12) define the finite-wall pipe input and harmonic self and mutual terms; the citation key uses the printed first-author surname and year.
zotero:U4LW86NU	Effects Of Eddy Current On The Impedance Of Pipe-Type Cables With Arbitrary Pipe Thickness	2005	Simon Fortin; Y. Yang; J. Ma; F. P. Dawalibi		Fortin2005	U4LW86NU	WG3ICF3L	internal-impedance	library-sweep:2026-09-05	extracted	Original-author conference pages screened; finite-wall current/vector-potential equations and terminal self/mutual equations (12)-(13) were promoted.
zotero:HNF6MBMX	Reluctance Network Method for Calculating the Series Impedance Matrix of Multi-Conductor Transmission Lines	2013	Dierk Bormann; Hanif Tavakoli	10.1109/TMAG.2013.2261999	Bormann2013	HNF6MBMX	Q23KRQXL	internal-impedance	library-sweep:2026-09-05	extracted	Original equations (1)-(8) screened; the reluctance-network matrix and internal-impedance correction were promoted.
zotero:KQBK3YS3	On Resistance and Inductance of Solid Conductors	2013	Oldřich Coufal	10.1155/2013/526072	Coufal2013	KQBK3YS3	LQ6D3MI6	internal-impedance	library-sweep:2026-09-05	extracted	Original pp. 7-9 screened; the coaxial annular partial-loop phasor system and terminal R+jωL extraction were promoted.
zotero:IZYR538Y	Efficient evaluation of the earth return mutual impedance of overhead conductors over a horizontally multilayered soil	2014	Jae-bok Lee; Jun Zou; Benliang Li; Munno Ju	10.1108/COMPEL-08-2013-0265	Lee2014	IZYR538Y		external-impedance	library-sweep:2026-09-05	extracted	Original paper screened; arbitrary-layer kernel recursion, spline moments, and asymptotic exponential-integral tail were promoted. PDF byline controls creator order.
zotero:CW8B7A9L	Skin and proximity effects in the series-impedance of three-phase underground cables	2016	Ana Isabel Brito; V. Maló Machado; M. E. Almeida; M. Guerreiro das Neves	10.1016/j.epsr.2015.08.027	Brito2016	CW8B7A9L		internal-impedance	library-sweep:2026-09-05	extracted	Original equations (4)-(37) screened; multipole proximity terms and perfect/nonperfect sheath series-matrix assemblies were promoted.
zotero-attachment:YCJCU5QF	New Method of Moments Approach to Rigorous Analysis of Overhead and Buried Transmission Lines in the Presence of Air-Soil Interface	2019	S. Zheng; M. Shafieipour; J. DeSilva; J. Nordstrom; V. Okhmatovski		Zheng2019		YCJCU5QF	internal-impedance;external-impedance	library-sweep:2026-09-05	extracted	Original IPST title and formula pages screened; SVS-EFIE and multilayer Green-function equations yielding p.u.l. R/L were promoted as an external-impedance numerical formulation.
zotero-attachment:LPLAIG2Z	On Combining Classical and Numerical Techniques for Extracting the Impedance and Admittance of Cables and Overhead Lines	2019	H. M. J. De Silva; M. Shafieipour		DeSilva2019		LPLAIG2Z	internal-impedance	library-sweep:2026-09-05	extracted	Original IPST appendix screened; finite-pipe correction and matrix assembly (A1)-(A6) were promoted. Attachment-only Zotero storage is explicit.
zotero:PWEAPUJN	Self and mutual capacitance of conductors in air and lossy earth with application to electrified railways	2019	Andrea Mariscotti	10.24425/aee.2019.130688	Mariscotti2019	PWEAPUJN		external-admittance	library-sweep:2026-09-05	extracted	Original generalized-potential equations (12)-(21) screened; air/earth potentials and source scalar admittance extraction were promoted with the printed K1 image term retained.
zotero:IIZ6IT9I	Propagation Along a Thin Insulated Conductor Parallel to Interfacing Homogeneous Half-Spaces	2020	Brent Pawlik; Darren J. Woodhouse; Terrence J. Summers	10.1109/TEMC.2020.2965156	Pawlik2020	IIZ6IT9I		internal-impedance;external-impedance;external-admittance;insulation-admittance	library-sweep:2026-09-05	extracted	Entire modal/extracted-parameter development screened. Distinct external series, external shunt, and lossy coating shunt leaves were promoted; source byline fixes creator order.
zotero:GV4DWWRF	A generalized approach to deduce the impedance and admittance of underground cable containing N semiconductor screens	2022	Swarnankur Ghosh; Supriyo Das	10.1016/j.jestch.2021.06.009	Ghosh2022	GV4DWWRF	BT26L89H	internal-impedance;insulation-admittance	library-sweep:2026-09-05	extracted	Original equations (1)-(17) screened; arbitrary-N effective surface-impedance recursion and radial shunt network were promoted as separate taxonomy records.
zotero:T5B5478Q	On Proximity Correction of Pipe-Type Cable Parameters with Method of Moment Approach	2025	Hans Kristian Høidalen; Martin Høyer-Hansen; Felipe Camara Neto; Claus Leth Bak	10.2139/ssrn.5084160	Hoidalen2025	T5B5478Q		internal-impedance	library-sweep:2026-09-05	extracted	Original/preprint equations (19)-(22) screened; MoM proximity increment and zero-harmonic subtraction were promoted.
zotero:EJ9P35XQ	Contributions to cable constants programs for accurate and efficient electromagnetic transient modeling in submarine cables	2026	D. L. Pires; F. A. Moreira; M. G. Soares; F. M. Vasconcellos	10.1016/j.epsr.2025.112388	Pires2026	EJ9P35XQ		external-impedance;external-admittance	library-sweep:2026-09-05	extracted	Final and accepted versions screened; the double-exponential quadrature used for both series and shunt cable integrals was promoted as two taxonomy-specific evaluator records.
zotero:L2WSKLTJ	Simple and accurate analytical expressions for evaluating related transmission line integrals	2001	A. Maaouni; A. Amri; A. Zouhir	10.1088/0305-4470/34/42/319	Maaouni2001	L2WSKLTJ	6E578JEY	external-impedance;external-admittance	library-sweep:2026-09-05	extracted	Original equations (2)-(26) screened; exact spectral parents, qTEM complex-image reduction, and full exponential-integral helper were promoted as separate series and shunt taxonomy records.
zotero:7KCBKTKL	Effect of earth stratification on impedances of power transmission lines	1998	I. S. Moghram	10.1002/etep.4450080606	Moghram1998	7KCBKTKL		external-impedance	library-sweep:2026-09-05	extracted	Original equations (1)-(19) manually screened from the residual high-score list; the independent three-layer DCFT coefficient and self/mutual terminal leaves were promoted with two-layer and homogeneous reductions explicit.
zotero:3AIU4PRV	Evaluation of HVDC cable impedance and admittance matrices by finite element method	2018	A. Mouhaidali; O. Chadebec; S. Silvant; D. Tromeur-Dervout; J.-M. Guichon	10.1109/ICIT.2018.8352437	Mouhaidali2018	3AIU4PRV		internal-impedance;external-impedance;external-admittance;insulation-admittance	library-sweep:2026-09-05	extracted	Original formulation/extraction sections manually screened. Loop-based magnetodynamic and complex-power electric FEM leaves for multilayer HVDC cable installations were promoted into series and shunt taxonomy records.
zotero:NY24G6XD	Impedance and Admittance Calculations of a Three-Core Power Cable by the Finite Element Method	2015	Angelo A. Hafner; Mauricio V. Ferreira da Luz; Walter P. Carpes Jr.		Hafner2015	NY24G6XD		internal-impedance;insulation-admittance	library-sweep:2026-09-05	extracted	Original IPST equations (8)-(17) manually screened; full metallic-element FEM impedance and nonconcentric dielectric-admittance matrix were promoted separately.
zotero:A63YFX2Z	Earth conduction effects in systems of overhead and underground conductors in multilayered soils	2006-00-00 2006	D.A. Tsiamitros; G.C. Christoforidis; G.K. Papagiannis; D.P. Labridis; P.S. Dokopoulos	10.1049/ip-gtd:20050195		A63YFX2Z	Z3TCDQHU	internal-impedance;external-impedance	library-sweep:2026-09-05	duplicate	The normalized title matches screened ledger row zotero:SE23ZFCL; this alternate Zotero item or attachment is not counted again.
zotero:S7YG2LRJ	Erling D. Sunde - Earth Conduction Effects in Transmission Systems-Dover Publications, Inc. (1968)				Sunde1949	S7YG2LRJ	S7YG2LRJ	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	duplicate	The normalized title matches screened ledger row catalogue:C009; this alternate Zotero item or attachment is not counted again.
zotero:PM6XBINX	Revisiting the influence of dispersive characteristics of soil electrical parameters on transient behavior of underground cables: Impacts on wave propagation and practical case studies	2026-01-00 01/2026	Rafael Alipio; Naiara Duarte; Alberto De Conti	10.1016/j.epsr.2025.112309		PM6XBINX	E692C9YM	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:BHIV98GS	Electromagnetic Interferences Between a HVAC 500 kV Power Line and a Pipeline Considering a Multilayered Soil Model	2020-00-00 2020	Amauri G Martins-Britto; Caio M Moraes; Felipe V Lopes			BHIV98GS	7MU9T6Y5	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	duplicate	The normalized title matches screened ledger row zotero:LVUGNA65; this alternate Zotero item or attachment is not counted again.
zotero:92HKWP5L	Computerized Analysis of Power Systems and Pipelines Proximity Effects	1986-00-00 1986	F. Dawalibi; A. Pinho	10.1109/TPWRD.1986.4307932		92HKWP5L	PFNJ3N8W	internal-impedance;external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:AWUN4GM2	Propagation of waves on a wire above a lossy ground-different formulations with approximations	1999-07-00 7/1999	P. Pettersson	10.1109/61.772389		AWUN4GM2	H7457HGX;JTTRJUI3	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	duplicate	The normalized title matches screened ledger row catalogue:C050; this alternate Zotero item or attachment is not counted again.
zotero:PB5RHZQU	Time-domain modeling of a subsea buried cable	2024-08-00 08/2024	Felipe Camara; Antonio C.S. Lima; Maria Teresa Correia De Barros; Filipe M. Faria Da Silva; Claus L. Bak	10.1016/j.epsr.2024.110444		PB5RHZQU	3PI9CNI9	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:NWAX3Q36	Total AC Interferences Between a Power Line Subject to a Single-Phase Fault and a Nearby Pipeline With Multilayered Soil	2023-04-00 4/2023	Caio M. Moraes; Gustavo H. De Sá Matos; Amauri G. Martins-Britto; Kleber M. Silva; Felipe V. Lopes	10.1109/TEMC.2023.3244095		NWAX3Q36	73A6SVIV;8UDZZV3V;D2EILAS3;FAIEYSM9;IDKDT42C;KSJPEMDW;RMZ3F9SX;W6LPRD2V	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:JXPANVSQ	C047_Simulation_models_of_a_dissipative_transmission_line_above_a_lossy_ground_for_a_wide-frequency_range._II._Multiconductor_configuration				DAmore1996	JXPANVSQ	JXPANVSQ	internal-impedance;external-impedance;external-admittance;insulation-admittance	library-sweep:2026-09-05	duplicate	The normalized title matches screened ledger row catalogue:C047; this alternate Zotero item or attachment is not counted again.
zotero:N9BAU83R	Electromagnetic wave propagation on a thin wire above earth	2000-09-00 Sept./2000	R.G. Olsen; J.L. Young; D.C. Chang	10.1109/8.898775		N9BAU83R	DGJ3C2Y5	internal-impedance;external-impedance	library-sweep:2026-09-05	duplicate	The normalized title matches screened ledger row catalogue:C051; this alternate Zotero item or attachment is not counted again.
zotero:FRHGRQ5S	EPSR-D-24-05664_R1_reviewer					FRHGRQ5S	FRHGRQ5S	internal-impedance;external-impedance;external-admittance;insulation-admittance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:7TVF59P9	EPSR-D-24-05664_reviewer					7TVF59P9	7TVF59P9	internal-impedance;external-impedance;external-admittance;insulation-admittance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:P5Y6CQU3	Simulation_models_of_a_dissipative_transmission_line_above_a_lossy_ground_for_a_wide-frequency_range._II._Multiconductor_configuration				DAmore1996	P5Y6CQU3	P5Y6CQU3	internal-impedance;external-impedance;external-admittance;insulation-admittance	library-sweep:2026-09-05	duplicate	The normalized title matches screened ledger row catalogue:C047; this alternate Zotero item or attachment is not counted again.
zotero:AQRME4DW	Calculation of Interference Voltage on the Nearby Underground Metal Pipeline due to the Grounding Fault on Overhead Transmission Lines	2013-10-00 10/2013	Lei Qi; Hui Yuan; Lin Li; Xiang Cui	10.1109/TEMC.2013.2240391		AQRME4DW	N7ETVURF	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:K5DVKNVK	Harmonic behaviour of HVDC cables	2012-08-00 8/2012	Roberto Benato; Michele Forzan; Marco Marelli; Ambrogio Orini; Ernesto Zaccone	10.1016/j.epsr.2012.03.012		K5DVKNVK	7Y4NXNVQ	internal-impedance;external-impedance;external-admittance;insulation-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:YT3WNVT3	Inductive Interference on Pipelines Buried in Multilayer Soil Due to Magnetic Fields From Nearby Faulted Power Lines	2005-05-00 05/2005	G.C. Christoforidis; D.P. Labridis; P.S. Dokopoulos	10.1109/TEMC.2005.847399		YT3WNVT3	YL7SJBUF	internal-impedance;external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:ZC4BTTK6	CableModeling					ZC4BTTK6	ZC4BTTK6	internal-impedance;external-impedance;external-admittance;insulation-admittance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:UBQ3L572	CableModeling__5c77b2af					UBQ3L572	UBQ3L572	internal-impedance;external-impedance;external-admittance;insulation-admittance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:4YZFFA72	CIGRE 531-2013 - Cable systems electrical characteristics - WG B1.30					4YZFFA72	4YZFFA72	internal-impedance;external-impedance;external-admittance;insulation-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:LHEG7UQ2	CIGRE TB531					LHEG7UQ2	LHEG7UQ2	internal-impedance;external-impedance;external-admittance;insulation-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:58EWG23V	Overhead Lines and Cable Modeling Guidelines for PSCAD		Maryia Kuzura			58EWG23V	CY6AX63P	internal-impedance;insulation-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:3WH39D9X	Power System Transient Analysis		Eiichi Haginomori			3WH39D9X	Y4UVWQ4M	internal-impedance;external-impedance;external-admittance;insulation-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:BJFUYELT	TechRef_CableSystem					BJFUYELT	BJFUYELT	internal-impedance;external-impedance;external-admittance;insulation-admittance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:6SQQGF4W	THEORY OF WAVEGUIDES AND TRANSMISSION LINES (Course Notes for ECEN 5114)		E F Kuester			6SQQGF4W	IYZSURWG	internal-impedance;external-impedance;external-admittance;insulation-admittance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:PXIIJBEM	97-Lightning Overvoltages Including Frequency-Dependent Soil Parameters in the Transmission Line Model					PXIIJBEM	PXIIJBEM	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:U3BUCF2I	Juan A. Martinez-Velasco (ed.) - Power System Transients_ Parameter Determination (2010, CRC Press) - libgen.li					U3BUCF2I	U3BUCF2I	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:2ANPZLN9	Robust Calculation of Frequency-Dependent Transmission-Line Transformation Matrices Using the Levenberg–Marquardt Method	2014-08-00 8/2014	Andreas I. Chrysochos; Theofilos A. Papadopoulos; Grigoris K. Papagiannis	10.1109/TPWRD.2013.2284504		2ANPZLN9	GAKTVF22;M3UMQNWT	external-impedance;external-admittance;insulation-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:4RGWLEJN	Stratified Earth Effects on Wave Propagation - Frequency-Dependent Parameters	1974-09-00 09/1974	A. Ametani	10.1109/TPAS.1974.293846		4RGWLEJN	LRLS68Y8;ZB98MHWA	external-impedance	library-sweep:2026-09-05	duplicate	The normalized title matches screened ledger row catalogue:C022; this alternate Zotero item or attachment is not counted again.
zotero:TYDHZDLP	Three-Phase Compact Distribution Line Transient Analysis Considering Different Line Models		A De Conti; A C Silva			TYDHZDLP	TESYQ5PN	internal-impedance;external-impedance;external-admittance;insulation-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:GJ2EZNSC	Total Electromagnetic Interference Toolbox for ATPDraw automated case creation and simulation		Luis J Rodríguez; Amauri G Martins-Britto; Jeancarlo Videla; Luis Chamorro; Marlon Luján			GJ2EZNSC	X88WPTY7	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:HBID9WYL	Estimation of Multilayer Soil Parameters Using Genetic Algorithms	2005-01-00 01/2005	I.F. Gonos; I.A. Stathopulos	10.1109/TPWRD.2004.836833		HBID9WYL	YHC769RV	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:HFEMBPYI	On the Importance of Ground Impedance as an Indicator of Grounding Performance and Safe Design	2018-00-00 2018	Maxime Daigle; Jie Liu; Farid P Dawalibi			HFEMBPYI	3AXW4KXY;7GSQ2FBP	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:WPZ4F5D2	Overhead Lines	2017-00-00 2017	Konstantin O. Papailiou	10.1007/978-3-319-31747-2		WPZ4F5D2	JFXYADWF	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:PQM9PH42	Technical Performance of EHV Power Transmission Systems with Long Underground Cables	2018-00-00 2018	H. Khalilnezhad	10.4233/UUID:1A7BBCD9-E0D8-489D-9C0F-67B8595FB945		PQM9PH42	EICGNM7L	external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:IXUNTFN4	A PARAMETRIC ANALYSIS OF FAULT CURRENT DIVISION BETWEEN OVERHEAD WIRES AND SUBSTATION GROUNDING SYSTEMS		C Li; X Wei; Y Li; F P Dawalibi			IXUNTFN4	A6CC4FKF	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:76J7ZCKF	Inductive coupling on metallic pipelines: Effects of a nonuniform soil resistivity along a pipeline-power line corridor	2020-12-00 12/2020	Arturo Popoli; Leonardo Sandrolini; Andrea Cristofolini	10.1016/j.epsr.2020.106621		76J7ZCKF	CMTCR2EN	internal-impedance;external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
